ID,Question_1,Combined_Answer_1,Question_2,Combined_Answer_2,Question_3,Combined_Answer_3,Question_4,Combined_Answer_4,Question_5,Combined_Answer_5,Question_6,Combined_Answer_6
TEST_747,What can you see in the image?,"fork, man, man in long sleeve, man in long sleeved shirt, pallet, pallets",What is the image that contains?,"boxes, pallet, warehouse",Who is the person in the image?,worker,What does the image contain?,"boxes, pallet, warehouse",Where is the image located?,warehouse,Where does the image appear?,warehouse
TEST_748,What can you see in the image?,"donkey, man, man with goat",What is the image that contains?,"donkey, man, man with goat, shadow",Who is the person in the image?,"farmer, man",What does the image contain?,"donkey, man, man and donkey, man with horse, man with ox",Where is the image located?,"countryside, field, mountains, road",Where does the image appear?,"countryside, mountains, road"
TEST_749,What can you see in the image?,"group of people, people",What is the image that contains?,"food, group, group of people, light, people",Who is the person in the image?,"man, waiter",What does the image contain?,"food, people",Where is the image located?,"restaurant, room",Where does the image appear?,restaurant
TEST_750,What can you see in the image?,"buildings, cars, snow",What is the image that contains?,"fog, snow",Who is the person in the image?,"man, pedestrians",What does the image contain?,"fog, snow",Where is the image located?,city,Where does the image appear?,city
TEST_751,What can you see in the image?,children,What is the image that contains?,"aquarium, coral, fish",Who is the person in the image?,"boy, children",What does the image contain?,"coral, fish",Where is the image located?,aquarium,Where does the image appear?,aquarium
TEST_752,What can you see in the image?,"children, frisbee, kids, people, playground",What is the image that contains?,"children, frisbee, people, playground",Who is the person in the image?,children,What does the image contain?,"children, frisbee, people, playground",Where is the image located?,"field, park",Where does the image appear?,"field, park"
TEST_753,What can you see in the image?,"kite, leaves, spider, tree",What is the image that contains?,"fog, spider, tree",Who is the person in the image?,"boy, man, no one, nobody",What does the image contain?,"fog, spider, tree",Where is the image located?,"forest, tree, woods",Where does the image appear?,"forest, under tree, woods"
TEST_754,What can you see in the image?,"man, produce",What is the image that contains?,"basket, baskets, crowd, food, man, man and woman",Who is the person in the image?,"man, woman",What does the image contain?,"flowers, food, man, people, produce, vegetables",Where is the image located?,market,Where does the image appear?,market
TEST_755,What can you see in the image?,"couch, man",What is the image that contains?,"couch, living room",Who is the person in the image?,man,What does the image contain?,"couch, living room, man",Where is the image located?,living room,Where does the image appear?,living room
TEST_756,What can you see in the image?,"cars, houses, tree",What is the image that contains?,"street, tree",Who is the person in the image?,"no one, nobody",What does the image contain?,"neighborhood, street, trees",Where is the image located?,street,Where does the image appear?,street
TEST_757,What can you see in the image?,"ice, ice skaters, people",What is the image that contains?,ice,Who is the person in the image?,man,What does the image contain?,ice,Where is the image located?,"ice, ice rink",Where does the image appear?,"ice, ice rink"
TEST_758,What can you see in the image?,"baby, blurry side, window",What is the image that contains?,"blur, blurry, eyes",Who is the person in the image?,"baby, child",What does the image contain?,"baby, blur, blurry, child",Where is the image located?,"car, in car, outside, window",Where does the image appear?,"car, in car, outside, train, window"
TEST_759,What can you see in the image?,"clothing, people, store",What is the image that contains?,"clothing, crowd",Who is the person in the image?,"shopper, shoppers",What does the image contain?,"clothing, people, store",Where is the image located?,"airport, mall",Where does the image appear?,"airport, mall"
TEST_760,What can you see in the image?,"children, water",What is the image that contains?,"children, sprinkler, water",Who is the person in the image?,"boy, children, girl",What does the image contain?,water,Where is the image located?,"park, playground",Where does the image appear?,"playground, water park"
TEST_761,What can you see in the image?,"cars, houses, tree",What is the image that contains?,"street, tree",Who is the person in the image?,"no one, nobody",What does the image contain?,"neighborhood, street, trees",Where is the image located?,street,Where does the image appear?,street
TEST_762,What can you see in the image?,"bed, cat, lamp, pillows",What is the image that contains?,"bed, lamp, sun",Who is the person in the image?,no one,What does the image contain?,"cat, lamp, pillows, room",Where is the image located?,"bedroom, living room",Where does the image appear?,"bedroom, living room"
TEST_763,What can you see in the image?,train,What is the image that contains?,train,Who is the person in the image?,"man, nobody, passengers, pedestrians",What does the image contain?,"train, train tracks",Where is the image located?,"train station, train tracks",Where does the image appear?,"train station, train tracks"
TEST_764,What can you see in the image?,"cars, houses, tree",What is the image that contains?,"street, tree",Who is the person in the image?,"no one, nobody",What does the image contain?,"neighborhood, street, trees",Where is the image located?,street,Where does the image appear?,street
TEST_765,What can you see in the image?,"crowd, hot air balloons, people",What is the image that contains?,"balloons, crowd",Who is the person in the image?,"group, spectators, tourists",What does the image contain?,"balloons, crowd, hot air, people",Where is the image located?,"city, crowd, mountains",Where does the image appear?,"crowd, mountains, on cliff"
TEST_766,What can you see in the image?,"graffiti, part of building",What is the image that contains?,graffiti,Who is the person in the image?,"boy, man, no one, skateboarder",What does the image contain?,graffiti,Where is the image located?,"ground, street, train tracks, under bridge",Where does the image appear?,"in alley, on sidewalk, train tracks, under bridge, underpass"
